,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,wind speed
376,Nampula,75,MZ,1540468800,35,-15.12,39.26,86.0,5.82
377,Faanui,32,PF,1540473350,100,-16.48,-151.75,80.49,13.22
378,Pangoa,88,PE,1540473350,98,-12.12,-73.0,65.5,2.48
379,Chaiyaphum,0,TH,1540473350,86,15.81,102.03,79.23,3.71
380,Presidencia Roque Saenz Pena,24,AR,1540473351,80,-26.79,-60.44,75.4,7.96
381,Chicama,90,PE,1540468800,93,-7.84,-79.15,60.8,6.93
382,Turki,92,RU,1540473351,98,51.98,43.27,46.24,5.61
383,Killin,90,US,1540472760,93,33.61,-91.74,53.6,8.05
384,Petropavlovsk-Kamchatskiy,90,RU,1540468800,75,53.05,158.65,44.6,11.18
385,Kununurra,0,AU,1540472400,65,-15.77,128.74,82.4,9.17
386,Urozhaynoye,88,RU,1540473352,70,47.7,142.03,48.04,13.78
387,Svetlogorsk,0,RU,1540470600,65,53.14,59.15,46.4,6.71
388,The Valley,40,AI,1540472400,69,18.22,-63.06,82.4,3.36
389,Sioux Lookout,90,CA,1540472400,99,50.1,-91.92,41.0,4.7
390,Kyrylivka,80,UA,1540473353,95,47.32,37.67,46.33,10.2
391,Grindavik,40,IS,1540470600,69,63.84,-22.43,33.8,18.34
392,Atasu,0,KZ,1540473354,68,48.68,71.64,45.48,2.71
393,Aktau,0,KZ,1540470600,49,43.65,51.16,73.4,17.9
394,Krasnoshchekovo,12,RU,1540473354,76,51.67,82.73,33.51,2.48
395,Sobolevo,68,RU,1540473354,79,54.43,31.9,38.73,12.33
396,Taksimo,48,RU,1540473355,67,56.36,114.84,15.37,2.04
397,Zaraza,8,VE,1540473355,72,9.35,-65.33,80.08,6.96
398,Ribeira do Pombal,64,BR,1540473355,69,-10.84,-38.54,78.91,6.73
399,Lahaina,1,US,1540468440,78,20.87,-156.68,77.0,10.29
400,Don Benito,0,ES,1540473356,70,38.95,-5.86,72.43,4.72
401,Maceio,40,BR,1540472400,54,-9.67,-35.74,84.2,13.87
402,Taltal,0,CL,1540473417,88,-25.41,-70.49,56.77,1.92
403,Chara,20,GR,1540471800,17,39.42,22.43,66.2,9.17
404,Sitka,88,US,1540473418,99,37.17,-99.65,46.74,5.39
405,Coihaique,20,CL,1540468800,75,-45.58,-72.07,48.2,6.93
406,Neiafu,90,TO,1540473000,94,-18.65,-173.98,75.2,10.29
407,Esmeraldas,75,BR,1540472400,78,-19.76,-44.31,71.6,5.82
408,Sunndalsora,75,NO,1540471800,75,62.68,8.55,42.8,11.41
409,Palaikastron,8,GR,1540473419,100,35.2,26.25,64.33,32.91
410,Winneba,40,GH,1540468800,74,5.35,-0.62,84.2,8.05
411,Oranjestad,20,AW,1540468800,83,12.52,-70.03,82.4,10.29
412,Sinjai,0,ID,1540473420,84,-5.12,120.25,77.43,2.82
413,Alekseyevsk,64,RU,1540473420,72,57.84,108.35,24.96,3.94
414,Red Deer,40,CA,1540472400,69,52.27,-113.82,35.6,4.7
415,Marshall,1,US,1540470900,80,39.39,-87.69,42.8,4.7
416,Ostrovnoy,88,RU,1540473422,95,68.05,39.51,33.28,8.63
417,Kamenka,92,RU,1540473209,98,53.19,44.05,44.17,7.63
418,Caravelas,76,BR,1540473422,100,-17.73,-39.27,76.21,15.23
419,Yichang,44,CN,1540473423,82,30.77,111.32,64.33,2.15
420,Taga,20,JP,1540470600,63,35.21,136.34,64.4,5.82
421,Kutum,92,SD,1540473423,22,14.2,24.66,89.17,4.61
422,Tateyama,20,JP,1540468800,87,36.66,137.31,53.6,3.36
423,Vao,76,EE,1540473424,92,59.1,26.19,40.21,3.83
424,Bilecik,75,TR,1540470000,93,40.14,29.98,48.2,5.82
425,Goma,92,CD,1540473424,100,-1.67,29.23,60.55,1.7
426,Svetlaya,0,RU,1540473424,100,46.54,138.33,46.6,12.55
427,Mongagua,90,BR,1540472400,88,-24.09,-46.62,68.0,4.7
428,Maryville,90,US,1540471980,70,40.35,-94.87,48.2,5.82
429,Anchorage,75,US,1540472160,100,61.22,-149.89,39.2,5.39
430,Bend,1,US,1540472160,86,44.06,-121.32,37.4,5.82
431,Campina Grande do Sul,75,BR,1540468800,93,-25.3,-49.05,62.6,11.41
432,Bokovskaya,92,RU,1540473143,100,49.23,41.83,50.61,5.95
433,Sao Miguel,12,BR,1540473426,96,4.52,-61.01,69.96,3.94
434,Carballo,0,ES,1540472400,56,43.21,-8.69,71.6,6.93
435,Oistins,40,BB,1540468800,74,13.07,-59.53,84.2,6.93
436,Nova Soure,56,BR,1540473427,91,-11.24,-38.48,76.89,6.96
437,Grand-Santi,0,GF,1540473427,73,4.27,-54.38,80.17,3.15
438,Sobradinho,92,BR,1540473427,96,-29.41,-53.03,65.19,4.38
439,Hami,0,CN,1540473428,64,42.84,93.51,39.04,3.04
440,Tilhar,0,IN,1540473428,60,27.96,79.74,77.79,4.27
441,Padang,32,ID,1540473428,100,-0.92,100.36,81.79,1.92
442,Shediac,90,CA,1540472400,81,46.22,-64.55,33.8,16.11
443,Barra do Corda,0,BR,1540473428,66,-5.5,-45.25,86.79,6.73
444,Barcelos,0,PT,1540472400,53,41.53,-8.62,71.6,2.24
445,Taoudenni,76,ML,1540473429,24,22.68,-3.98,92.41,12.77
446,Port Blair,36,IN,1540473490,100,11.67,92.75,82.78,2.37
447,Chegdomyn,0,RU,1540473490,84,51.13,133.04,24.78,2.37
448,Mattru,0,SL,1540473490,67,7.62,-11.83,91.33,4.94
449,Bossangoa,0,CF,1540473490,84,6.5,17.45,86.88,4.5
450,Fortuna,0,ES,1540472400,30,38.18,-1.13,80.6,1.12
451,Tiksi,36,RU,1540473491,78,71.64,128.87,-0.97,4.16
452,Boralday,20,KZ,1540470600,45,43.36,76.86,55.4,0.81
453,Derzhavinsk,20,KZ,1540473491,53,51.1,66.31,53.26,7.4
454,Upata,12,VE,1540473492,74,8.02,-62.41,77.83,9.19
455,Cartagena del Chaira,80,CO,1540473492,100,1.33,-74.84,71.26,2.59
456,Grimshaw,5,CA,1540472400,86,56.19,-117.61,26.6,4.7
457,Okhotsk,92,RU,1540473493,99,59.36,143.24,36.48,16.13
458,Matara,90,PE,1540468800,75,-13.74,-72.9,42.8,2.37
459,Diffa,0,NE,1540473494,27,13.32,12.61,102.54,7.07
460,Talaya,88,RU,1540473494,71,55.79,84.89,38.91,9.31
461,Alihe,88,CN,1540473494,88,50.57,123.73,34.63,5.73
462,Moron,75,VE,1540468800,94,10.49,-68.2,75.2,3.15
463,Bathsheba,40,BB,1540468800,74,13.22,-59.52,84.2,6.93
464,Vila Franca do Campo,40,PT,1540472400,88,37.72,-25.43,66.2,9.17
465,Bilibino,8,RU,1540473495,63,68.06,166.44,-8.66,3.15
466,Porto Velho,0,BR,1540472400,78,-8.75,-63.87,78.8,4.7
467,Rio Gallegos,20,AR,1540468800,75,-51.62,-69.22,41.0,4.7
468,Alice Springs,56,AU,1540472400,12,-23.7,133.88,86.0,11.41
469,Charleston,75,US,1540472640,100,38.35,-81.63,33.8,3.36
470,Acapulco,40,MX,1540467960,88,16.86,-99.88,78.8,2.24
471,Coffs Harbour,90,AU,1540472400,88,-30.3,153.13,68.0,3.36
472,Nagercoil,75,IN,1540472400,78,8.19,77.43,82.4,3.36
473,Debre Tabor,44,ET,1540473497,46,11.86,38.01,76.26,2.82
474,Iqaluit,90,CA,1540472400,79,63.75,-68.52,24.8,11.41
475,Mastic Beach,40,US,1540472160,100,40.77,-72.85,46.4,13.87
476,Uspenka,88,UA,1540473498,99,48.39,39.16,43.36,8.75
477,Augustow,92,PL,1540473498,100,53.84,22.98,39.36,13.44
478,Kapit,68,MY,1540473499,98,2.02,112.94,71.94,1.92
479,Coahuayana,0,MX,1540473499,84,18.62,-100.35,57.22,1.92
480,Itarantim,100,BR,1540473499,99,-15.65,-40.06,74.23,5.17
481,Brownsville,1,US,1540471980,100,25.91,-97.49,66.2,6.93
482,Besancon,90,FR,1540472400,82,47.25,6.02,60.8,8.05
483,Sombrio,92,BR,1540473500,95,-29.11,-49.63,66.4,10.2
484,Casa Grande,1,US,1540472160,77,32.88,-111.76,66.2,3.36
485,General Roca,0,AR,1540468800,76,-39.03,-67.58,51.8,4.7
486,Damietta,40,EG,1540468800,44,31.42,31.81,78.8,18.34
487,Senneterre,75,CA,1540468800,92,48.39,-77.24,24.8,4.7
488,Blagodatnoye,90,RU,1540470600,100,51.57,35.54,41.0,8.95
489,Nabire,24,ID,1540473501,84,-3.36,135.5,71.44,0.69
490,Juneau,90,US,1540472160,81,58.3,-134.42,51.8,21.92
491,Beaverlodge,90,CA,1540472400,92,55.21,-119.43,28.4,2.24
492,Ormara,8,PK,1540473502,65,25.21,64.64,85.44,6.96
493,Porto Novo,75,BR,1540468800,88,-23.68,-45.44,68.0,4.7
494,Morgan City,90,US,1540468560,100,29.7,-91.21,71.6,6.62
495,Sosnovo-Ozerskoye,12,RU,1540473563,64,52.53,111.54,22.26,10.76
496,Alcantara,20,PH,1540473563,86,9.97,123.41,83.46,11.99
497,Collie,20,AU,1540473564,41,-33.36,116.15,69.24,12.44
498,Cascais,0,PT,1540472400,53,38.7,-9.42,75.2,5.82
499,Lavrentiya,92,RU,1540473564,100,65.58,-170.99,38.01,29.33
500,Cordoba,88,CO,1540473564,98,5.59,-73.79,52.09,2.82
501,Ranong,80,TH,1540473565,100,9.96,98.62,82.51,3.94
502,Puerto Lempira,40,HN,1540468800,83,15.27,-83.77,80.6,4.7
503,Silver City,1,US,1540472100,87,32.77,-108.28,46.4,10.29
504,Smithers,90,CA,1540472400,75,54.78,-127.17,44.6,5.82
505,Tiznit,56,MA,1540473566,79,29.7,-9.73,72.34,2.59
506,San Juan del Sur,40,NI,1540468800,88,11.25,-85.87,77.0,16.24
507,Karwar,12,IN,1540473566,82,14.8,74.13,77.65,1.7
508,Sao Felix do Xingu,0,BR,1540473567,83,-6.64,-51.99,83.28,2.48
509,Sabinov,0,SK,1540472400,50,49.1,21.1,55.4,12.75
510,Tarpa,0,HU,1540472400,67,48.1,22.53,46.4,17.22
511,Tezu,0,IN,1540473567,74,27.93,96.16,63.34,1.25
512,Lata,8,IN,1540473568,77,30.78,78.62,48.54,1.03
513,George,75,NG,1540468800,70,6.63,3.35,89.6,11.41
514,Walvis Bay,0,NA,1540468800,26,-22.95,14.51,93.2,14.99
515,Sambava,0,MG,1540473568,98,-14.27,50.17,77.88,21.39
516,Khotyn,8,UA,1540473539,69,48.51,26.49,43.63,15.68
517,Taywarah,56,AF,1540473569,47,33.35,64.42,52.09,3.04
518,Buala,80,SB,1540473569,93,-8.15,159.59,81.93,6.73
519,Portobelo,40,PA,1540472400,88,9.55,-79.65,78.8,3.36
520,Rocha,0,UY,1540473570,78,-34.48,-54.34,64.42,4.38
521,Moerai,76,PF,1540473570,100,-22.43,-151.33,71.49,15.79
522,Cartagena,0,ES,1540472400,61,37.63,-1.0,80.6,4.7
523,Tambacounda,0,SN,1540472400,44,13.77,-13.67,96.8,9.17
524,Kodino,88,RU,1540473483,83,63.72,39.64,32.02,11.65
525,Vanavara,80,RU,1540473571,84,60.35,102.28,28.38,7.18
526,Russkaya Polyana,8,RU,1540473571,72,53.78,73.88,42.01,6.73
527,Thinadhoo,92,MV,1540473571,100,0.53,72.93,83.46,9.31
528,Kayerkan,92,RU,1540473571,90,69.35,87.76,27.03,6.17
529,Zhanaozen,0,KZ,1540473571,38,43.35,52.85,77.83,20.27
530,Palamos,0,ES,1540472400,64,41.85,3.13,71.6,13.87
531,Fort Abbas,12,PK,1540473572,46,29.19,72.85,83.64,4.94
532,Novo Aripuana,20,BR,1540473572,88,-5.12,-60.38,82.15,2.48
533,Tungor,88,RU,1540473573,99,53.39,142.95,39.31,19.48
534,Vestmannaeyjar,0,IS,1540471800,74,63.44,-20.27,33.8,28.86
535,Hede,40,SE,1540471800,65,60.45,15.49,41.0,12.75
536,Ankang,0,CN,1540473573,63,32.73,108.99,46.83,2.04
537,Damghan,0,IR,1540473574,67,36.17,54.34,70.23,3.71
538,Binga,32,ZW,1540473574,48,-17.62,27.34,82.06,4.61
539,Panshi,80,CN,1540473634,66,42.94,126.05,51.24,11.21
540,Otautau,80,NZ,1540473635,94,-46.14,168.0,41.29,4.94
541,Yueyang,76,CN,1540473635,98,29.36,113.12,65.41,3.15
542,Behshahr,0,IR,1540468800,33,36.69,53.54,89.6,11.41
543,Gaurela,0,IN,1540473635,45,22.75,81.9,76.08,4.05
544,Klyuchi,8,RU,1540473635,53,52.25,79.17,40.93,5.84
545,Rio Brilhante,44,BR,1540473636,100,-21.8,-54.54,76.53,4.61
546,Livani,80,LV,1540473636,95,56.35,26.18,41.83,7.52
547,Yalutorovsk,0,RU,1540473636,71,56.65,66.31,46.96,11.65
548,Virginia Beach,75,US,1540472340,76,36.85,-75.98,50.0,6.93
549,Hofn,20,IS,1540472400,51,64.25,-15.21,39.2,14.99
550,Darhan,32,MN,1540473637,66,49.49,105.92,21.85,4.05
551,Lasa,40,CY,1540472400,60,34.92,32.53,75.2,28.86
552,Puerto Madryn,92,AR,1540473501,97,-42.77,-65.04,52.23,6.4
553,Villa Corzo,40,MX,1540471320,100,16.19,-93.27,68.0,2.71
554,Blagoveshchenka,0,RU,1540473639,77,52.83,79.87,42.64,8.41
555,Urucara,0,BR,1540473639,64,-2.54,-57.76,86.43,3.27
556,Palana,48,RU,1540473639,94,59.08,159.95,29.28,3.49
557,Bagotville,0,AU,1540473639,100,-28.98,153.42,71.13,11.1
558,Maragogi,92,BR,1540473640,84,-9.01,-35.22,78.73,8.75
559,Eyl,24,SO,1540473640,91,7.98,49.82,81.21,8.41
